0	377	988150
1	1794	115824
2	17845	167209
3	17845	167209
4	45257	76166
5	55871	68941
4	77822	1008567
2	307737	415038
3	311662	456464
4	311662	428408
5	311662	456464
6	346077	623339
5	451683	456934
3	529118	646613
4	554340	696231
5	554340	696231
6	569355	733174
3	702445	1697636
3	742429	789326
4	742429	758311
5	744068	769619
6	755964	799636
3	902141	903171
1	1020714	1049928
1	1083805	1283805
2	1142956	1147823
2	1182378	1231947
3	1189183	1309735
4	1213473	1215506
5	1214136	1215179
4	1217419	1221793
2	1291956	1292956
1	1314392	2014198
2	1452629	1683586
3	1483131	1637358
4	1574409	1574409
4	1609516	1720123
5	1610047	1674335
6	1617778	1662463
7	1619478	1674040
7	1639310	1640649
1	1836883	1849258
0	2043376	2045793
0	2062347	2242269
1	2109693	2194650
2	2130121	2146222
3	2136826	2253748
4	2145626	2314237
4	2188917	2300053
0	2315869	2362949
1	2316935	2440254
2	2316935	2543484
3	2322891	2440254
3	2366114	2370109
3	2394116	2440254
4	2394116	2480088
5	2394116	2723447
6	2413982	2480088
7	2436575	2488353
8	2436746	2488309
6	2441929	2482323
7	2446450	2478865
8	2476248	2527931
9	2477117	2490251
10	2478655	2526431
1	2573419	2579758
2	2573767	2580949
3	2574506	2576192
4	2575495	2619296
4	2577601	2599200
5	2579130	2604293
4	2594341	2598916
3	2600428	2606129
3	2605367	2619135
3	2607837	2613499
4	2610167	2612535
4	2612675	2618697
5	2612977	2615742
5	2613789	2622864
0	2795967	2837348
0	3117044	3216520
1	3142453	3323676
2	3207806	3373233
2	3262923	3284832
3	3265009	3326060
4	3278798	3538713
5	3284282	3497721
3	3358003	3539057
3	3383352	3412874
4	3392376	3409387
5	3401600	3419129
3	3431124	3446731
4	3437263	3441178
3	3476986	3500493
0	3567200	3710699
1	3574901	3645396
0	3749765	3751122
0	4025643	4027279
0	4647597	4650890
0	5027130	5068705
0	5189627	5459265
1	5267544	5414367
0	5733711	5836208
1	5785939	5788850
1	5795529	5868138
0	5872056	6045644
0	6106679	6156160
1	6111938	6247065
2	6112802	6135457
0	6379059	6494762
1	6411974	6587990
2	6421414	6514591
3	6421414	6437921
2	6508456	6570177
0	6717817	6720271
0	6725208	6725208
0	7412584	7598888
1	7492154	7493366
2	7492401	7494353
3	7492405	7494002
4	7492621	7494271
5	7492654	7494114
4	7494050	7610646
0	7637194	7638277
0	7778984	7787527
0	8105171	8111872
0	8125994	8276744
1	8128717	8131908
0	8313475	8318147
1	8313475	8332259
2	8313475	8346097
1	8338735	8344018
0	8500203	8503822
0	8668859	8812827
1	8810828	8839227
0	8931993	8934309
0	9089163	9197219
0	9238434	9327280
1	9240988	9334995
2	9243828	9319247
3	9246497	9319247
4	9250000	9311805
5	9255290	9316595
0	9455825	9462280
1	9457890	9462280
0	9599480	9609584
0	9685183	9688695
0	9748873	9780074
0	10160657	10505141
1	10291453	10301596
2	10292899	10301003
3	10292899	10296090
4	10292899	10296090
5	10293128	10300570
6	10293467	10300533
5	10297766	10301003
6	10297766	10301003
1	10374377	10382186
1	10404835	10406590
2	10405039	10406535
3	10405068	10406366
1	10491480	10493788
0	10561191	10565784
1	10561191	10565784
0	10595781	10719453
1	10627398	10782506
2	10628678	10640184
3	10628678	10640184
2	10642232	10673019
3	10665089	10977734
3	10677007	10678784
0	11295225	11320952
0	11633148	11636150
0	12066125	12263549
0	12431530	12456055
0	12521755	13749642
1	12641798	12645771
1	12665988	12669219
2	12666629	12668261
1	12694222	12860137
2	12710993	13672044
3	12743457	12836482
4	12756840	12836483
5	12758455	12836483
6	12768450	12805683
7	12769531	13065155
8	12769531	13388794
9	12783336	12790824
10	12783336	12836483
11	12783336	12836483
12	12783336	12836482
13	12783336	12836482
14	12783336	12802740
15	12783336	12834675
16	12783336	12836483
17	12783336	12836483
18	12783336	13645076
19	12783336	12802943
20	12783336	12836483
21	12783336	12836483
22	12788507	12836483
23	12788507	12836483
24	12789486	12836483
24	12793128	13108493
25	12793914	12802740
26	12793914	12836483
23	12811295	12814713
23	12815837	12871344
24	12826587	13093905
25	12826893	13583803
26	12831824	12849694
27	12833787	12836483
27	12834675	12836483
10	12858351	13068705
11	12859736	13074208
10	12939392	13064453
11	12959729	13300692
10	13066951	13093155
9	13076386	13092065
10	13081670	13249634
11	13082358	13084889
8	13101084	13223981
9	13101085	13226052
10	13101308	13110503
7	13245159	13429749
6	13317495	13340609
6	13345302	13366853
6	13388473	13389684
5	13393618	13404463
5	13420643	13621823
5	13566138	13587686
4	13609314	13610512
3	13635361	13652864
3	13646732	13649228
0	14157047	14159051
0	14167192	14242955
1	14177669	14244987
0	14308680	14311417
1	14309425	14311766
2	14309627	14311615
3	14309659	14311526
0	14337190	14339036
0	14551787	14593526
0	15128849	15133915
0	15149071	15151883
0	15361772	15362873
0	15373466	15383249
0	15402847	15423112
0	15458200	15466253
1	15461346	15466253
0	15665011	15683808
1	15669395	15681459
0	15888573	15967903
0	16000067	16027694
1	16009070	16051776
2	16024928	16028010
0	16213047	16242802
1	16213047	16253169
2	16213047	16240990
3	16219044	16242802
4	16219044	16249418
5	16220999	16240911
6	16220999	16230672
7	16220999	16240911
8	16220999	16242802
9	16222299	16244484
9	16235588	16259904
10	16235848	16256942
11	16236614	16262379
12	16239140	16261898
13	16240718	16251918
12	16240911	16242802
13	16240911	16245711
14	16240911	16253169
8	16248854	16258926
0	16612540	17172314
1	16636920	17356568
2	16660169	16806982
3	16673254	17153121
4	16675616	16684763
5	16681281	17180745
6	16681281	16902301
7	16682453	16684183
6	16694145	16885111
7	16705187	16720593
7	16727663	17078099
8	16738731	16782708
9	16758432	16914867
10	16759150	16869758
11	16760883	16764275
12	16760883	16764275
11	16764976	16765094
12	16765080	16766617
11	16767863	16918233
12	16771828	17067069
13	16781280	16786714
14	16781677	16788232
14	16783342	16789645
12	16795829	16882680
13	16795829	16882680
13	16820714	17130584
14	16847039	16955830
14	16878776	16925145
15	16880179	16998245
16	16882144	16885334
17	16882158	16885348
16	16884242	16896887
17	16884707	17152562
15	16887326	16890262
15	16891008	16926528
16	16891707	16908818
14	16908818	16923823
10	16928609	16957629
8	17049946	17153536
9	17054365	17237613
9	17067742	17134834
9	17081919	17124754
10	17087300	17322088
11	17093441	17102198
12	17097845	17126415
12	17118179	17127064
11	17126415	17137953
12	17126415	17137953
2	17279980	17415709
2	17325509	17357086
0	17467179	17486396
1	17482320	17493999
1	17488383	17488383
0	17548102	17549701
1	17548480	17550349
0	17760550	17775885
0	18154502	18361688
0	20270133	20315058
1	20279673	20283272
2	20280768	20281961
0	20473599	20477546
0	21300656	21303960
0	21566164	22039203
1	21608771	21815001
2	21610807	21671935
3	21626890	21679151
4	21654568	21666231
2	21722520	21923069
3	21755407	21762222
4	21761927	21762973
1	22004531	22009931
2	22004545	22009930
3	22007820	22195709
2	22014653	22219083
3	22019664	22073585
4	22019664	22200865
3	22095108	22285444
4	22095108	22213608
5	22180202	22205018
6	22182702	22213247
7	22193098	22209830
0	22372117	22379438
1	22374433	22379438
0	22472667	22481250
0	22776986	22777082
1	22777074	22777074
1	22777075	22778172
0	22798842	23016810
1	22954610	23135997
0	23183977	23211560
0	23317319	23321760
0	23466481	23483526
1	23467647	23480300
2	23473813	23485360
3	23473875	23481657
4	23474298	23477997
5	23475266	23477590
6	23475320	23480056
0	23682227	23683902
0	23763647	23767838
0	23876065	23879493
0	24083423	24083423
0	24387442	24398896
1	24392934	24396261
0	24667583	24687729
0	24768045	24774830
0	24831331	24839597
0	25031013	25034311
1	25031257	25034166
2	25031274	25034096
3	25031290	25034112
4	25031290	25034112
5	25031291	25034112
6	25031293	25034095
0	25318097	25336438
0	25392210	25398468
0	25415444	25562767
1	25415444	25562767
2	25445605	25544725
3	25445605	25544725
4	25456642	25611481
5	25457932	25537445
6	25458507	25508084
7	25462081	25537088
8	25463365	25536785
9	25464374	25555299
10	25465073	25570393
11	25465715	25534592
12	25482036	25536138
13	25488723	25521045
13	25510392	25559491
14	25518794	25536111
8	25538189	25590811
5	25561644	25566191
0	25961529	25965424
0	26327011	26355920
1	26328474	26341412
0	26801797	26846117
1	26840153	26884491
2	26843119	26881991
0	26999996	27023596
0	27029262	27193580
0	27534822	27604238
0	27644596	27817946
0	28437053	28444819
0	28536220	28568097
1	28545309	28555082
2	28550541	28558787
3	28550978	28565842
0	28580390	28611219
0	28810774	28820198
0	28950199	28952457
0	28980482	29012343
0	29205353	29235370
0	29708903	29740480
0	30117823	30118894
0	30258715	30260927
0	30478922	30514243
0	30806384	30806693
0	30812981	30814475
0	30895173	30897439
0	31449037	31450756
0	31454967	32238918
1	31493043	31494148
1	31494727	32129437
2	31504561	31513729
3	31507427	31508721
2	31734799	31749022
3	31738563	31760159
4	31742864	31749729
5	31742964	31746448
6	31743062	31747068
7	31744131	31744131
3	31757297	31765936
2	31773326	31802980
2	31811117	31858544
3	31850649	31861070
2	31906324	31919351
1	32135537	32184713
1	32221830	32224443
0	32891848	32896738
0	32949046	32968932
1	32960946	32974405
0	33093188	33152695
1	33128510	33136682
0	33224970	33224970
0	33248869	33251543
1	33249021	33251399
0	33251560	33259567
1	33251590	33252709
1	33252784	33259556
0	33557214	33592721
1	33569141	33592721
0	33643387	33649647
0	34100866	34183579
0	34193283	34697183
1	34314311	34379570
0	34849389	34851786
0	34862127	34887178
1	34862127	34887178
2	34867574	34883404
3	34870638	34887955
4	34875241	34877078
5	34876909	34880863
6	34876909	34880863
6	34877089	34884075
7	34879856	34880863
0	35395258	35395258
0	35482364	35514250
0	35656892	35666141
0	36376607	36389324
0	36392726	36659675
1	36442938	36447154
0	37196592	37198618
1	37196734	37198627
0	37714745	37826968
1	37729963	37747866
0	37961428	37965124
1	37963212	37965124
0	38414624	38417452
0	38622926	38624937
0	38856803	38859937
0	38901188	38910242
1	38901191	38908792
2	38901325	38909786
3	38907229	38909659
0	39150888	39157686
0	39184116	39184116
0	39343798	39351119
0	39561057	39562375
0	39957320	40079485
1	39997730	40433019
1	40161162	40168129
1	40276366	40331835
2	40288983	40307654
2	40311292	40504667
3	40324735	40326380
4	40324944	40326227
0	40738766	40742251
1	40740139	40743009
0	40794272	40801210
1	40794563	40799336
0	41116195	41156425
1	41119794	41149087
2	41119815	41147030
3	41119815	41147029
4	41119815	41147030
5	41129367	41147030
0	41171348	41172556
0	41236609	41250124
0	43142818	43143142
0	43466652	43468133
0	43689996	43706276
0	43777867	43844653
1	43778515	43844653
2	43831639	43832473
0	43864440	43866796
